pod_id,tName,p0_pod_pls,p1_pod_pls,p2_pod_pls
2019_10_17_v0_d2_grp2_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),viktor hovland,cameron smith,hyungjoon lee
2019_10_17_v0_d2_grp0_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),andrew putnam,matthew wolff,danny willett
2019_10_17_v0_d2_grp1_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),collin morikawa,billy horschel,ryan palmer
2019_10_17_v0_d2_grp3_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),justin thomas,marc leishman,phil mickelson
2019_10_24_v0_d1_grp3_PGA,The ZOZO CHAMPIONSHIP (Japan),tommy fleetwood,tiger woods,satoshi kodaira
2019_10_24_v0_d1_grp1_PGA,The ZOZO CHAMPIONSHIP (Japan),paul casey,kevin na,kevin kisner
2019_10_24_v0_d1_grp6_PGA,The ZOZO CHAMPIONSHIP (Japan),matthew fitzpatrick,byeong hun an,chan kim
2019_10_24_v0_d1_grp5_PGA,The ZOZO CHAMPIONSHIP (Japan),viktor hovland,vaughn taylor,sanghyun park
2019_10_24_v0_d1_grp9_PGA,The ZOZO CHAMPIONSHIP (Japan),gary woodland,collin morikawa,marc leishman
2019_10_24_v0_d1_grp4_PGA,The ZOZO CHAMPIONSHIP (Japan),sungjae im,wyndham clark,jazz janewattananond
2019_10_24_v0_d1_grp7_PGA,The ZOZO CHAMPIONSHIP (Japan),hideki matsuyama,jordan spieth,adam scott
2019_10_24_v0_d1_grp8_PGA,The ZOZO CHAMPIONSHIP (Japan),justin thomas,rory mcilroy,xander schauffele
2019_10_24_v0_d1_grp0_PGA,The ZOZO CHAMPIONSHIP (Japan),adam hadwin,abraham ancer,tomoharu otsuki
2019_10_24_v0_d2_grp9_PGA,The ZOZO CHAMPIONSHIP (Japan),sungjae im,wyndham clark,jazz janewattananond
2019_10_24_v0_d2_grp4_PGA,The ZOZO CHAMPIONSHIP (Japan),gary woodland,collin morikawa,marc leishman
2019_10_24_v0_d2_grp1_PGA,The ZOZO CHAMPIONSHIP (Japan),viktor hovland,vaughn taylor,sanghyun park
2019_10_24_v0_d2_grp0_PGA,The ZOZO CHAMPIONSHIP (Japan),byeong hun an,matthew fitzpatrick,chan kim
2019_10_24_v0_d2_grp5_PGA,The ZOZO CHAMPIONSHIP (Japan),adam hadwin,abraham ancer,tomoharu otsuki
2019_10_24_v0_d2_grp3_PGA,The ZOZO CHAMPIONSHIP (Japan),justin thomas,rory mcilroy,xander schauffele
2019_10_24_v0_d2_grp2_PGA,The ZOZO CHAMPIONSHIP (Japan),hideki matsuyama,adam scott,jordan spieth
2019_10_24_v0_d2_grp6_PGA,The ZOZO CHAMPIONSHIP (Japan),paul casey,kevin na,kevin kisner
2019_10_24_v0_d2_grp8_PGA,The ZOZO CHAMPIONSHIP (Japan),tiger woods,tommy fleetwood,satoshi kodaira
2019_10_31_v0_d1_grp2_PGA,WGC-HSBC Champions (China) - Play Offs,patrick reed,sungjae im,sergio garcia
2019_10_31_v0_d1_grp9_PGA,WGC-HSBC Champions (China) - Play Offs,rory mcilroy,justin rose,xander schauffele
2019_10_31_v0_d1_grp0_PGA,WGC-HSBC Champions (China) - Play Offs,tyrrell hatton,adam hadwin,lucas glover
2019_10_31_v0_d1_grp8_PGA,WGC-HSBC Champions (China) - Play Offs,tony finau,bernd wiesberger,shane lowry
2019_10_31_v0_d1_grp7_PGA,WGC-HSBC Champions (China) - Play Offs,billy horschel,kevin kisner,robert macintyre
2019_10_31_v0_d1_grp4_PGA,WGC-HSBC Champions (China) - Play Offs,hideki matsuyama,paul casey,jordan spieth
2019_10_31_v0_d1_grp1_PGA,WGC-HSBC Champions (China) - Play Offs,byeong hun an,keegan bradley,kurt kitayama
2019_10_31_v0_d1_grp3_PGA,WGC-HSBC Champions (China) - Play Offs,cameron smith,matthias schwab,yosuke asaji
2019_10_31_v0_d1_grp6_PGA,WGC-HSBC Champions (China) - Play Offs,matt wallace,danny willett,bubba watson
2019_10_31_v0_d2_grp3_PGA,WGC-HSBC Champions (China) - Play Offs,victor perez,kevin tway,jorge campillo
2019_10_31_v0_d2_grp2_PGA,WGC-HSBC Champions (China) - Play Offs,matthew fitzpatrick,haotong li,phil mickelson
2019_10_31_v0_d2_grp7_PGA,WGC-HSBC Champions (China) - Play Offs,corey conners,jason kokrak,erik van rooyen
2019_10_31_v0_d2_grp8_PGA,WGC-HSBC Champions (China) - Play Offs,sungjae im,patrick reed,sergio garcia
2019_10_31_v0_d2_grp9_PGA,WGC-HSBC Champions (China) - Play Offs,adam scott,henrik stenson,tommy fleetwood
2019_10_31_v0_d2_grp1_PGA,WGC-HSBC Champions (China) - Play Offs,matt wallace,danny willett,bubba watson
2019_10_31_v0_d2_grp4_PGA,WGC-HSBC Champions (China) - Play Offs,tony finau,bernd wiesberger,shane lowry
2019_10_31_v0_d2_grp5_PGA,WGC-HSBC Champions (China) - Play Offs,rory mcilroy,xander schauffele,justin rose
2019_10_31_v0_d2_grp6_PGA,WGC-HSBC Champions (China) - Play Offs,charles howell iii,abraham ancer,christiaan bezuidenhout
2019_11_15_v0_d1_grp8_PGA,Mayakoba Golf Classic (Mexico),jason day,joaquin niemann,c.t pan
2019_11_15_v0_d1_grp7_PGA,Mayakoba Golf Classic (Mexico),charles howell iii,andrew landry,michael kim
2019_11_15_v0_d1_grp5_PGA,Mayakoba Golf Classic (Mexico),scottie scheffler,roger sloan,robert streb
2019_11_15_v0_d1_grp2_PGA,Mayakoba Golf Classic (Mexico),tony finau,matt kuchar,abraham ancer
2019_11_15_v0_d1_grp4_PGA,Mayakoba Golf Classic (Mexico),aaron wise,pat perez,luke donald
2019_11_15_v0_d1_grp6_PGA,Mayakoba Golf Classic (Mexico),harris english,bronson burgoon,zac blair
2019_11_15_v0_d1_grp1_PGA,Mayakoba Golf Classic (Mexico),billy horschel,kevin kisner,graeme mcdowell
2019_11_15_v0_d1_grp3_PGA,Mayakoba Golf Classic (Mexico),russell knox,brice garnett,scott piercy
2019_11_15_v0_d1_grp9_PGA,Mayakoba Golf Classic (Mexico),viktor hovland,kristoffer ventura,alvaro ortiz
2019_11_15_v0_d1_grp0_PGA,Mayakoba Golf Classic (Mexico),emiliano grillo,brian stuard,aaron baddeley
2019_11_15_v0_d2_grp4_PGA,Mayakoba Golf Classic (Mexico),aaron wise,pat perez,luke donald
2019_11_15_v0_d2_grp0_PGA,Mayakoba Golf Classic (Mexico),emiliano grillo,brian stuard,aaron baddeley
2019_11_15_v0_d2_grp6_PGA,Mayakoba Golf Classic (Mexico),harris english,bronson burgoon,zac blair
2019_11_15_v0_d2_grp9_PGA,Mayakoba Golf Classic (Mexico),viktor hovland,kristoffer ventura,alvaro ortiz
2019_11_15_v0_d2_grp7_PGA,Mayakoba Golf Classic (Mexico),charles howell iii,andrew landry,michael kim
2019_11_15_v0_d2_grp3_PGA,Mayakoba Golf Classic (Mexico),russell knox,brice garnett,scott piercy
2019_11_15_v0_d2_grp8_PGA,Mayakoba Golf Classic (Mexico),jason day,joaquin niemann,c.t pan
2019_11_15_v0_d2_grp2_PGA,Mayakoba Golf Classic (Mexico),matt kuchar,tony finau,abraham ancer
2019_11_15_v0_d2_grp1_PGA,Mayakoba Golf Classic (Mexico),billy horschel,kevin kisner,graeme mcdowell
2019_11_21_v0_d1_grp8_PGA,RSM Classic (USA) - Play Offs,alex noren,zac blair,john merrick
2019_11_21_v0_d1_grp9_PGA,RSM Classic (USA) - Play Offs,dylan frittelli,si woo kim,jim herman
2019_11_21_v0_d1_grp0_PGA,RSM Classic (USA) - Play Offs,webb simpson,austin cook,patton kizzire
2019_11_21_v0_d1_grp1_PGA,RSM Classic (USA) - Play Offs,billy horschel,matt kuchar,zach johnson
2019_11_21_v0_d1_grp4_PGA,RSM Classic (USA) - Play Offs,scottie scheffler,harris english,denny mccarthy
2019_11_21_v0_d1_grp5_PGA,RSM Classic (USA) - Play Offs,aaron wise,andrew landry,ted potter jr.
2019_11_21_v0_d1_grp2_PGA,RSM Classic (USA) - Play Offs,charles howell iii,kevin kisner,davis love iii
2019_11_21_v0_d1_grp6_PGA,RSM Classic (USA) - Play Offs,lanto griffin,brendon todd,keith mitchell
2019_11_21_v0_d1_grp7_PGA,RSM Classic (USA) - Play Offs,russell knox,jim furyk,jason dufner
2019_11_21_v0_d2_grp6_PGA,RSM Classic (USA) - Play Offs,aaron wise,andrew landry,ted potter jr.
2019_11_21_v0_d2_grp4_PGA,RSM Classic (USA) - Play Offs,brendon todd,lanto griffin,keith mitchell
2019_11_21_v0_d2_grp8_PGA,RSM Classic (USA) - Play Offs,matt kuchar,zach johnson,billy horschel
2019_11_21_v0_d2_grp9_PGA,RSM Classic (USA) - Play Offs,webb simpson,patton kizzire,austin cook
2019_11_21_v0_d2_grp0_PGA,RSM Classic (USA) - Play Offs,alex noren,zac blair,john merrick
2019_11_21_v0_d2_grp3_PGA,RSM Classic (USA) - Play Offs,adam hadwin,kevin streelman,matt jones
2019_11_21_v0_d2_grp7_PGA,RSM Classic (USA) - Play Offs,dylan frittelli,si woo kim,jim herman
2019_11_21_v0_d2_grp1_PGA,RSM Classic (USA) - Play Offs,charles howell iii,kevin kisner,davis love iii
2020_1_23_v0_d1_grp6_PGA,Farmers Insurance Open (USA),justin rose,jason day,jordan spieth
2020_1_23_v0_d1_grp1_PGA,Farmers Insurance Open (USA),tony finau,dylan frittelli,ted potter jr
2020_1_23_v0_d1_grp2_PGA,Farmers Insurance Open (USA),rory mcilroy,cameron smith,brandt snedeker
2020_1_23_v0_d1_grp3_PGA,Farmers Insurance Open (USA),hideki matsuyama,max homa,jason dufner
2020_1_23_v0_d1_grp5_PGA,Farmers Insurance Open (USA),sungjae im,jason kokrak,denny mccarthy
2020_1_23_v0_d1_grp8_PGA,Farmers Insurance Open (USA),xander schauffele,rickie fowler,phil mickelson
2020_1_23_v0_d1_grp7_PGA,Farmers Insurance Open (USA),gary woodland,bubba watson,k.j. choi
2020_1_23_v0_d1_grp9_PGA,Farmers Insurance Open (USA),scottie scheffler,peter uihlein,will gordon
2020_1_23_v0_d1_grp4_PGA,Farmers Insurance Open (USA),jon rahm,tiger woods,collin morikawa
2020_1_23_v0_d1_grp0_PGA,Farmers Insurance Open (USA),patrick reed,billy horschel,sebastian munoz
2020_1_23_v0_d2_grp0_PGA,Farmers Insurance Open (USA),sungjae im,jason kokrak,denny mccarthy
2020_1_23_v0_d2_grp7_PGA,Farmers Insurance Open (USA),rory mcilroy,brandt snedeker,cameron smith
2020_1_23_v0_d2_grp8_PGA,Farmers Insurance Open (USA),hideki matsuyama,jason dufner,max homa
2020_1_23_v0_d2_grp6_PGA,Farmers Insurance Open (USA),tony finau,dylan frittelli,ted potter jr
2020_1_23_v0_d2_grp2_PGA,Farmers Insurance Open (USA),marc leishman,pat perez,jimmy walker
2020_1_23_v0_d2_grp9_PGA,Farmers Insurance Open (USA),jon rahm,tiger woods,collin morikawa
2020_1_23_v0_d2_grp5_PGA,Farmers Insurance Open (USA),scottie scheffler,peter uihlein,will gordon
2020_1_23_v0_d2_grp4_PGA,Farmers Insurance Open (USA),joaquin niemann,keegan bradley,lucas glover
2020_1_23_v0_d2_grp1_PGA,Farmers Insurance Open (USA),justin rose,jordan spieth,jason day
2020_1_23_v0_d2_grp3_PGA,Farmers Insurance Open (USA),xander schauffele,rickie fowler,phil mickelson
2020_1_30_v0_d1_grp4_PGA,Phoenix Open (USA) - Play Offs,matt kuchar,scott piercy,nate lashley
2020_1_30_v0_d1_grp7_PGA,Phoenix Open (USA) - Play Offs,rickie fowler,bryson dechambeau,tony finau
2020_1_30_v0_d1_grp6_PGA,Phoenix Open (USA) - Play Offs,bubba watson,jordan spieth,andrew landry
2020_1_30_v0_d1_grp5_PGA,Phoenix Open (USA) - Play Offs,sungjae im,kyle stanley,john huh
2020_1_30_v0_d1_grp8_PGA,Phoenix Open (USA) - Play Offs,brandt snedeker,matthew wolff,chez reavie
2020_1_30_v0_d1_grp9_PGA,Phoenix Open (USA) - Play Offs,viktor hovland,patrick flavin,marty jertson
2020_1_30_v0_d1_grp3_PGA,Phoenix Open (USA) - Play Offs,jon rahm,justin thomas,hideki matsuyama
2020_1_30_v0_d1_grp1_PGA,Phoenix Open (USA) - Play Offs,webb simpson,collin morikawa,sung kang
2020_1_30_v0_d1_grp0_PGA,Phoenix Open (USA) - Play Offs,branden grace,charley hoffman,j.j. spaun
2020_1_30_v0_d1_grp2_PGA,Phoenix Open (USA) - Play Offs,xander schauffele,gary woodland,cameron smith
2020_1_30_v0_d2_grp3_PGA,Phoenix Open (USA) - Play Offs,viktor hovland,patrick flavin,marty jertson
2020_1_30_v0_d2_grp7_PGA,Phoenix Open (USA) - Play Offs,jon rahm,justin thomas,hideki matsuyama
2020_1_30_v0_d2_grp0_PGA,Phoenix Open (USA) - Play Offs,bubba watson,jordan spieth,andrew landry
2020_1_30_v0_d2_grp8_PGA,Phoenix Open (USA) - Play Offs,matt kuchar,scott piercy,nate lashley
2020_1_30_v0_d2_grp6_PGA,Phoenix Open (USA) - Play Offs,xander schauffele,gary woodland,cameron smith
2020_1_30_v0_d2_grp9_PGA,Phoenix Open (USA) - Play Offs,sungjae im,kyle stanley,john huh
2020_1_30_v0_d2_grp2_PGA,Phoenix Open (USA) - Play Offs,brandt snedeker,matthew wolff,chez reavie
2020_1_30_v0_d2_grp4_PGA,Phoenix Open (USA) - Play Offs,branden grace,charley hoffman,j.j. spaun
2020_1_30_v0_d2_grp5_PGA,Phoenix Open (USA) - Play Offs,webb simpson,collin morikawa,sung kang
2020_2_13_v0_d1_grp2_PGA,The Genesis Invitational (USA),xander schauffele,jason day,aaron wise
2020_2_13_v0_d1_grp5_PGA,The Genesis Invitational (USA),adam scott,danny willett,sung kang
2020_2_13_v0_d1_grp9_PGA,The Genesis Invitational (USA),patrick reed,nick taylor,scott piercy
2020_2_13_v0_d1_grp4_PGA,The Genesis Invitational (USA),justin thomas,tiger woods,steve stricker
2020_2_13_v0_d1_grp7_PGA,The Genesis Invitational (USA),collin morikawa,adam long,jimmy walker
2020_2_13_v0_d1_grp3_PGA,The Genesis Invitational (USA),hideki matsuyama,matt kuchar,russell knox
2020_2_13_v0_d1_grp0_PGA,The Genesis Invitational (USA),rory mcilroy,dustin johnson,patrick cantlay
2020_2_13_v0_d1_grp8_PGA,The Genesis Invitational (USA),tony finau,jordan spieth,max homa
2020_2_13_v0_d1_grp6_PGA,The Genesis Invitational (USA),jon rahm,justin rose,j.b. holmes
2020_2_13_v0_d2_grp9_PGA,The Genesis Invitational (USA),hideki matsuyama,matt kuchar,russell knox
2020_2_13_v0_d2_grp6_PGA,The Genesis Invitational (USA),marc leishman,brendon todd,jim herman
2020_2_13_v0_d2_grp7_PGA,The Genesis Invitational (USA),brooks koepka,bubba watson,phil mickelson
2020_2_13_v0_d2_grp2_PGA,The Genesis Invitational (USA),jon rahm,justin rose,j.b. holmes
2020_2_13_v0_d2_grp3_PGA,The Genesis Invitational (USA),collin morikawa,adam long,jimmy walker
2020_2_13_v0_d2_grp1_PGA,The Genesis Invitational (USA),adam scott,danny willett,sung kang
2020_2_13_v0_d2_grp4_PGA,The Genesis Invitational (USA),tony finau,jordan spieth,max homa
2020_2_13_v0_d2_grp0_PGA,The Genesis Invitational (USA),justin thomas,tiger woods,steve stricker
2020_2_13_v0_d2_grp8_PGA,The Genesis Invitational (USA),xander schauffele,jason day,aaron wise
2020_2_13_v0_d2_grp5_PGA,The Genesis Invitational (USA),rory mcilroy,dustin johnson,patrick cantlay
2020_2_20_v2_d1_grp3_PGA,Puerto Rico Open (Puerto Rico),viktor hovland,sebastian cappelen,andrew loupe
2020_2_20_v2_d1_grp5_PGA,Puerto Rico Open (Puerto Rico),emiliano grillo,jhonattan vegas,satoshi kodaira
2020_2_20_v1_d1_grp8_PGA,WGC-Mexico Championship (North - Central America),justin thomas,hideki matsuyama,marc leishman
2020_2_20_v2_d1_grp6_PGA,Puerto Rico Open (Puerto Rico),scott brown,chesson hadley,alex cejka
2020_2_20_v1_d1_grp7_PGA,WGC-Mexico Championship (North - Central America),webb simpson,sergio garcia,lee westwood
2020_2_20_v1_d1_grp3_PGA,WGC-Mexico Championship (North - Central America),dustin johnson,abraham ancer,francesco molinari
2020_2_20_v1_d1_grp0_PGA,WGC-Mexico Championship (North - Central America),louis oosthuizen,bubba watson,ryo ishikawa
2020_2_20_v1_d1_grp2_PGA,WGC-Mexico Championship (North - Central America),xander schauffele,paul casey,kevin kisner
2020_2_20_v1_d1_grp1_PGA,WGC-Mexico Championship (North - Central America),matt kuchar,cameron smith,corey conners
2020_2_20_v2_d1_grp9_PGA,Puerto Rico Open (Puerto Rico),cameron davis,ryan brehm,parker gillam
2020_2_20_v1_d1_grp9_PGA,WGC-Mexico Championship (North - Central America),jon rahm,adam scott,carlos ortiz
2020_2_20_v2_d1_grp4_PGA,Puerto Rico Open (Puerto Rico),alex noren,sam ryder,fabián gómez
2020_2_20_v2_d1_grp2_PGA,Puerto Rico Open (Puerto Rico),matthew nesmith,jonathan byrd,j.j. henry
2020_2_20_v2_d1_grp1_PGA,Puerto Rico Open (Puerto Rico),patrick rodgers,andres romero,parker mclachlin
2020_2_20_v1_d1_grp4_PGA,WGC-Mexico Championship (North - Central America),rory mcilroy,tommy fleetwood,gary woodland
2020_2_20_v1_d1_grp5_PGA,WGC-Mexico Championship (North - Central America),collin morikawa,benjamin hebert,zach murray
2020_2_20_v1_d1_grp6_PGA,WGC-Mexico Championship (North - Central America),bryson dechambeau,matthew fitzpatrick,bernd wiesberger
2020_2_20_v2_d1_grp0_PGA,Puerto Rico Open (Puerto Rico),adam schenk,robby shelton,freddie jacobson
2020_2_20_v1_d2_grp5_PGA,WGC-Mexico Championship (North - Central America),louis oosthuizen,bubba watson,ryo ishikawa
2020_2_20_v1_d2_grp9_PGA,WGC-Mexico Championship (North - Central America),rory mcilroy,tommy fleetwood,gary woodland
2020_2_20_v1_d2_grp8_PGA,WGC-Mexico Championship (North - Central America),dustin johnson,abraham ancer,francesco molinari
2020_2_20_v1_d2_grp0_PGA,WGC-Mexico Championship (North - Central America),collin morikawa,benjamin hebert,zach murray
2020_2_20_v1_d2_grp1_PGA,WGC-Mexico Championship (North - Central America),bryson dechambeau,matthew fitzpatrick,bernd wiesberger
2020_2_20_v2_d2_grp1_PGA,Puerto Rico Open (Puerto Rico),emiliano grillo,jhonattan vegas,satoshi kodaira
2020_2_20_v1_d2_grp2_PGA,WGC-Mexico Championship (North - Central America),webb simpson,sergio garcia,lee westwood
2020_2_20_v2_d2_grp6_PGA,Puerto Rico Open (Puerto Rico),adam schenk,robby shelton,freddie jacobson
2020_2_20_v2_d2_grp7_PGA,Puerto Rico Open (Puerto Rico),patrick rodgers,andres romero,parker mclachlin
2020_2_20_v1_d2_grp6_PGA,WGC-Mexico Championship (North - Central America),xander schauffele,paul casey,kevin kisner
2020_2_20_v1_d2_grp4_PGA,WGC-Mexico Championship (North - Central America),jon rahm,adam scott,carlos ortiz
2020_2_20_v2_d2_grp9_PGA,Puerto Rico Open (Puerto Rico),viktor hovland,sebastian cappelen,andrew loupe
2020_2_20_v2_d2_grp0_PGA,Puerto Rico Open (Puerto Rico),alex noren,sam ryder,fabián gómez
2020_2_20_v1_d2_grp3_PGA,WGC-Mexico Championship (North - Central America),justin thomas,hideki matsuyama,marc leishman
2020_2_20_v1_d2_grp7_PGA,WGC-Mexico Championship (North - Central America),matt kuchar,corey conners,cameron smith
2020_2_27_v0_d1_grp7_PGA,The Honda Classic (USA),gary woodland,louis oosthuizen,shane lowry
2020_2_27_v0_d1_grp0_PGA,The Honda Classic (USA),wyndham clark,luke list,adam schenk
2020_2_27_v0_d1_grp6_PGA,The Honda Classic (USA),russell knox,corey conners,davis love iii
2020_2_27_v0_d1_grp2_PGA,The Honda Classic (USA),rickie fowler,viktor hovland,joaquin niemann
2020_2_27_v0_d1_grp8_PGA,The Honda Classic (USA),brooks koepka,matthew wolff,keith mitchell
2020_2_27_v0_d1_grp9_PGA,The Honda Classic (USA),sungjae im,brian stuard,scott brown
2020_2_27_v0_d1_grp5_PGA,The Honda Classic (USA),daniel berger,kevin tway,grayson murray
2020_2_27_v0_d1_grp1_PGA,The Honda Classic (USA),byeong hun an,erik van rooyen,xinjun zhang
2020_2_27_v0_d1_grp3_PGA,The Honda Classic (USA),tommy fleetwood,justin rose,billy horschel
2020_2_27_v0_d1_grp4_PGA,The Honda Classic (USA),harris english,harold varner iii,kyoung-hoon lee
2020_2_27_v0_d2_grp4_PGA,The Honda Classic (USA),brooks koepka,matthew wolff,keith mitchell
2020_2_27_v0_d2_grp3_PGA,The Honda Classic (USA),gary woodland,louis oosthuizen,shane lowry
2020_2_27_v0_d2_grp7_PGA,The Honda Classic (USA),rickie fowler,viktor hovland,joaquin niemann
2020_2_27_v0_d2_grp0_PGA,The Honda Classic (USA),harris english,harold varner iii,kyoung-hoon lee
2020_2_27_v0_d2_grp5_PGA,The Honda Classic (USA),wyndham clark,luke list,adam schenk
2020_2_27_v0_d2_grp8_PGA,The Honda Classic (USA),tommy fleetwood,justin rose,billy horschel
2020_2_27_v0_d2_grp2_PGA,The Honda Classic (USA),russell knox,corey conners,davis love iii
2020_2_27_v0_d2_grp1_PGA,The Honda Classic (USA),daniel berger,kevin tway,grayson murray
2020_2_27_v0_d2_grp9_PGA,The Honda Classic (USA),emiliano grillo,charl schwartzel,kiradech aphibarnrat
2020_2_27_v0_d2_grp6_PGA,The Honda Classic (USA),byeong hun an,erik van rooyen,xinjun zhang
2020_3_5_v0_d1_grp0_PGA,Arnold Palmer Invitational (USA),henrik stenson,lanto griffin,sung kang
2020_3_5_v0_d1_grp1_PGA,Arnold Palmer Invitational (USA),tony finau,matthew wolff,danny willett
2020_3_5_v0_d1_grp6_PGA,Arnold Palmer Invitational (USA),tommy fleetwood,hideki matsuyama,sebastián muñoz
2020_3_5_v0_d1_grp4_PGA,Arnold Palmer Invitational (USA),matthew fitzpatrick,bud cauley,tom hoge
2020_3_5_v0_d1_grp8_PGA,Arnold Palmer Invitational (USA),xander schauffele,lucas glover,kevin tway
2020_3_5_v0_d1_grp9_PGA,Arnold Palmer Invitational (USA),bryson dechambeau,patrick reed,phil mickelson
2020_3_5_v0_d1_grp5_PGA,Arnold Palmer Invitational (USA),byeong hun an,brian harman,beau hossler
2020_3_5_v0_d2_grp7_PGA,Arnold Palmer Invitational (USA),rory mcilroy,justin rose,kyoung-hoon lee
2020_3_5_v0_d2_grp9_PGA,Arnold Palmer Invitational (USA),matthew fitzpatrick,bud cauley,tom hoge
2020_3_5_v0_d2_grp1_PGA,Arnold Palmer Invitational (USA),hideki matsuyama,tommy fleetwood,sebastián muñoz
2020_3_5_v0_d2_grp4_PGA,Arnold Palmer Invitational (USA),patrick reed,bryson dechambeau,phil mickelson
2020_3_5_v0_d2_grp2_PGA,Arnold Palmer Invitational (USA),sungjae im,rickie fowler,marc leishman
2020_3_5_v0_d2_grp6_PGA,Arnold Palmer Invitational (USA),tony finau,danny willett,matthew wolff
2020_3_5_v0_d2_grp3_PGA,Arnold Palmer Invitational (USA),xander schauffele,lucas glover,kevin tway
2020_3_5_v0_d2_grp5_PGA,Arnold Palmer Invitational (USA),henrik stenson,sung kang,lanto griffin
2020_3_5_v0_d2_grp0_PGA,Arnold Palmer Invitational (USA),byeong hun an,brian harman,beau hossler
2020_6_11_v0_d1_grp6_PGA,Charles Schwab Challenge (USA) - Play Offs,xander schauffele,kevin kisner,jim furyk
2020_6_11_v0_d1_grp1_PGA,Charles Schwab Challenge (USA) - Play Offs,patrick reed,marc leishman,graeme mcdowell
2020_6_11_v0_d1_grp3_PGA,Charles Schwab Challenge (USA) - Play Offs,gary woodland,kevin na,phil mickelson
2020_6_11_v0_d1_grp5_PGA,Charles Schwab Challenge (USA) - Play Offs,collin morikawa,bubba watson,zach johnson
2020_6_11_v0_d1_grp4_PGA,Charles Schwab Challenge (USA) - Play Offs,scottie scheffler,harold varner iii,zac blair
2020_6_11_v0_d1_grp9_PGA,Charles Schwab Challenge (USA) - Play Offs,webb simpson,tony finau,matt kuchar
2020_6_11_v0_d1_grp8_PGA,Charles Schwab Challenge (USA) - Play Offs,rory mcilroy,jon rahm,brooks koepka
